Song,Performer,track_id,cluster_grouping,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Hot Boy,Bobby Shmurda,0rFke7eNFHbGuGJUdRgjB2,70,0.8590000000000001,0.5,9.0,-7.627999999999999,1.0,0.34700000000000003,0.042,1.6e-05,0.0616,0.18600000000000003,83.98100000000001,4.0
Written In The Stars,Tinie Tempah Featuring Eric Turner,61HQWI1Woxup7CnGwVUsdI,130,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.01700000000001,4.0
Home,Daughtry,2nXWKf0GXbFby4posGqEht,211,0.45,0.8490000000000001,6.0,-3.8810000000000002,1.0,0.0344,0.0021,1.61e-06,0.195,0.336,143.904,4.0
Shape Of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,153,0.825,0.652,1.0,-3.1830000000000003,0.0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,4.0
The World,Brad Paisley,3qrE75eXkASxoMG8wJvWSk,289,0.446,0.9470000000000001,4.0,-6.593999999999999,1.0,0.052000000000000005,0.302,0.000692,0.0979,0.88,176.798,4.0
Bad Boyz,Shyne Featuring Barrington Levy,2MNQMtZbOb7rBWli3TSok0,181,0.7879999999999999,0.594,6.0,-4.864,0.0,0.336,0.0249,1.65e-05,0.0534,0.691,83.84,4.0
Take Your Time,Sam Hunt,6DEaND0SHv3sC11xobZLiy,176,0.5579999999999999,0.7190000000000001,11.0,-5.603,1.0,0.0419,0.10099999999999999,0.0,0.212,0.483,158.031,4.0
I Don't Want To Be,Gavin DeGraw,4bgCdwNpbU3sCJ3mupBW8S,224,0.545,0.5820000000000001,8.0,-7.377000000000001,1.0,0.0368,0.142,0.0,0.14400000000000002,0.536,147.082,4.0
Megalomaniac,Incubus,1rSo624QuuCteNxAzsU3SV,49,0.532,0.943,7.0,-4.5489999999999995,0.0,0.0512,0.0056,0.000587,0.317,0.371,140.042,4.0
When She Says Baby,Jason Aldean,3gVRILe7XCyNakb6sy5umX,121,0.6729999999999999,0.76,0.0,-5.126,1.0,0.0361,0.0682,0.00011599999999999999,0.309,0.807,113.06299999999999,4.0
Should've Said No,Taylor Swift,16MVSD0mGI4RMQT83Qzm69,51,0.474,0.773,4.0,-3.662,0.0,0.0307,0.0113,0.0,0.254,0.467,167.97400000000002,4.0
I Drive Your Truck,Lee Brice,6aPc6SSWgTsiXrrUpJCPlj,62,0.51,0.649,11.0,-6.215,1.0,0.0348,0.0978,0.00206,0.11900000000000001,0.11800000000000001,141.963,4.0
Drink To That All Night,Jerrod Niemann,3M31S6f0z8S3nkFh3eS06W,234,0.639,0.846,9.0,-6.184,0.0,0.0439,0.0325,0.0,0.11599999999999999,0.475,115.965,4.0
Purple Rain,Prince And The Revolution,54X78diSLoUDI3joC2bjMz,255,0.36700000000000005,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.6890000000000001,0.18899999999999997,113.066,4.0
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,214,0.6829999999999999,0.691,8.0,-5.535,1.0,0.0432,0.243,0.0,0.14,0.732,179.91,4.0
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",5WvAo7DNuPRmk4APhdPzi8,232,0.552,0.76,0.0,-4.706,1.0,0.342,0.0733,0.0,0.0865,0.639,135.702,5.0
Fake It,Seether,4eAwB5pnKFTmsgc3zWoYO0,130,0.615,0.9490000000000001,8.0,-3.52,1.0,0.0549,0.00131,3.04e-06,0.0585,0.586,131.985,4.0
What I've Done,Linkin Park,18lR4BzEs7e3qzc0KVkTpU,151,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4.0
Just A Dream,Carrie Underwood,7g8OpS827dAYU067lZaR0L,9,0.526,0.7809999999999999,7.0,-3.673,1.0,0.0369,0.0613,0.0,0.121,0.358,142.06,4.0
I Honestly Love You (David Foster Vers.),Olivia Newton-John,5wOIHAwXD6A5cqLmQJ7YMh,68,0.35700000000000004,0.21100000000000002,10.0,-10.319,1.0,0.0369,0.965,0.00018600000000000002,0.0706,0.172,133.928,4.0
Animals,Martin Garrix,1TWfkGrhF7ob0nwB2M6knb,21,0.675,0.868,1.0,-6.36,1.0,0.0392,0.00107,0.715,0.374,0.0376,128.007,4.0
One Week,Barenaked Ladies,29hBRadFZf9QTGRHZmxm65,297,0.7020000000000001,0.898,9.0,-6.002999999999999,1.0,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4.0
Scandalous,Mis-Teeq,3stnrhzN0lzZFskbaZ5sEw,83,0.7340000000000001,0.6679999999999999,0.0,-3.935,0.0,0.0349,0.0526,0.0,0.0925,0.6509999999999999,99.971,4.0
Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,5NrQjJX3SfWlK6bXGVSTHt,131,0.6809999999999999,0.7490000000000001,7.0,-4.867,1.0,0.287,0.0919,0.0,0.152,0.499,191.63,4.0
Cool Kids,Echosmith,13P5rwmk2EsoFRIz9UCeh9,16,0.7190000000000001,0.6709999999999999,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.7859999999999999,130.02700000000002,4.0
Love Never Felt So Good,Michael Jackson & Justin Timberlake,48td6xvpokdYwvbl3JIiXP,74,0.775,0.7190000000000001,7.0,-6.212000000000001,0.0,0.0435,0.132,1.79e-06,0.0662,0.7120000000000001,117.51299999999999,4.0
Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,23,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.11699999999999999,0.423,159.375,4.0
I Get The Bag,Gucci Mane Featuring Migos,1XRgIKC5TPwo7nWGyKqgG0,133,0.89,0.633,11.0,-5.475,1.0,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998,4.0
Gonna Wanna Tonight,Chase Rice,6C2XDnr9B6obGMVhHS1Nmo,241,0.584,0.79,2.0,-6.544,1.0,0.0412,0.0444,4.22e-05,0.0734,0.691,123.961,4.0
Noticed,Lil Mosey,6JQvHMSaR8flFsN53ypOfP,87,0.6990000000000001,0.5579999999999999,11.0,-7.622000000000001,1.0,0.0603,0.462,0.0,0.11599999999999999,0.493,79.992,4.0
Don't Tell 'Em,Jeremih Featuring YG,0Dc7J9VPV4eOInoxUiZrsL,262,0.851,0.525,2.0,-5.221,0.0,0.0874,0.42100000000000004,0.0,0.111,0.405,97.988,4.0
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,0pJPdSVti6cTM1Q6xYGmcf,250,0.7759999999999999,0.589,9.0,-4.543,0.0,0.115,0.319,0.0,0.0715,0.6679999999999999,120.03399999999999,4.0
Rehab,Rihanna,4sFRAkllCBqIa08boTHX5A,79,0.583,0.792,1.0,-5.894,1.0,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,4.0
Run,George Strait,1EXMjx4nCIvYTaY5CZMUSl,243,0.547,0.562,11.0,-10.046,0.0,0.0326,0.499,0.0010400000000000001,0.129,0.331,75.604,4.0
Long Trip Alone,Dierks Bentley,1CSMeA4Hx1BYNYdeIsK8GL,62,0.324,0.514,7.0,-6.228,1.0,0.0338,0.239,4.97e-06,0.107,0.21600000000000003,184.975,4.0
Life's What You Make It,Hannah Montana,1pEc2SNzgGvbmvcapQ566n,192,0.633,0.9359999999999999,0.0,-3.252,1.0,0.0493,0.040999999999999995,0.0,0.589,0.8320000000000001,143.984,4.0
What I Need To Do,Kenny Chesney,203F5fqdu8WK880DM2cqVe,219,0.622,0.428,8.0,-10.146,1.0,0.0338,0.43200000000000005,1.2e-05,0.11900000000000001,0.22899999999999998,77.127,4.0
Ooh La La,Rod Stewart,1xQeNjkcWb2at409bfedop,195,0.405,0.6809999999999999,5.0,-8.755,0.0,0.0359,0.0213,0.0,0.0748,0.598,151.235,4.0
Meet Virginia,Train,4ocbH5ZJqajZIpUrqRUoue,251,0.675,0.5529999999999999,7.0,-7.775,1.0,0.0486,0.0863,7.58e-06,0.11800000000000001,0.594,90.02,4.0
Overnight Celebrity,Twista,2tOZtdbkAMQASWokLvSlzj,8,0.828,0.792,10.0,-5.435,0.0,0.179,0.182,0.0,0.281,0.777,134.19899999999998,4.0
Stuck Like Glue,Sugarland,0JcKdUGNR7zI4jJDLyYXbi,144,0.7020000000000001,0.795,1.0,-4.763999999999999,1.0,0.0568,0.32899999999999996,0.0,0.0505,0.836,83.961,4.0
There You Have It,BlackHawk,5iYhLXMXR4r335x9MrTvRE,116,0.711,0.667,4.0,-5.75,1.0,0.0258,0.218,0.0,0.354,0.777,113.655,4.0
Angels,Robbie Williams,1M2nd8jNUkkwrc1dgBPTJz,17,0.429,0.594,4.0,-6.251,1.0,0.0277,0.156,4.95e-06,0.1,0.23600000000000002,150.22,4.0
Come Clean,Hilary Duff,2TZ1apxMDlubCGMsOxcTbT,58,0.575,0.9129999999999999,8.0,-5.029,0.0,0.0745,0.0194,3.5e-05,0.27,0.503,118.09700000000001,4.0
She Ain't You,Chris Brown,3dhvQUA0NyrAea4vQ7X6Gn,241,0.634,0.716,2.0,-6.502000000000001,1.0,0.128,0.0341,0.0,0.0877,0.619,91.039,4.0
Hit That,The Offspring,3lfmqF0ULXRHlWxBeaHo3t,190,0.7070000000000001,0.797,11.0,-3.032,0.0,0.0317,0.027999999999999997,0.0,0.0613,0.965,131.95,4.0
I Can Take It From There,Chris Young,4elsQHzndSMtjrsbcwnZgf,237,0.6859999999999999,0.816,3.0,-5.952999999999999,1.0,0.0318,0.155,0.0,0.252,0.871,113.939,4.0
Wait For You,Elliott Yamin,0U969xYNlAyfzi8P1TaO7u,104,0.764,0.48700000000000004,0.0,-6.734,1.0,0.0281,0.25,0.0,0.184,0.35200000000000004,116.027,4.0
Round Here Buzz,Eric Church,52ioLaTnO2J7BWY8UN2n9D,159,0.638,0.441,2.0,-9.064,1.0,0.0347,0.0422,1.3300000000000001e-05,0.107,0.473,76.078,4.0
Lonely And Gone,Montgomery Gentry,3DZ9lFH4NBO4FjRJAnQYef,275,0.531,0.696,4.0,-6.729,1.0,0.0258,0.15,0.00016,0.36,0.488,163.912,4.0
7/11,Beyonce,02M6vucOvmRfMxTXDUwRXu,86,0.747,0.705,9.0,-5.1370000000000005,0.0,0.126,0.0128,0.0,0.126,0.56,136.024,4.0
Closer,The Chainsmokers Featuring Halsey,7BKLCZ1jbUBVqRi2FVlTVw,214,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,4.0
I'm Not Okay (I Promise),My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,27,0.21,0.94,9.0,-3.427,1.0,0.12300000000000001,0.00602,0.0,0.26899999999999996,0.255,179.722,4.0
The Rock Show,Blink-182,2ydUT1pFhuLDnouelIv4WH,197,0.41,0.9590000000000001,9.0,-4.563,1.0,0.0869,0.000324,0.0,0.0766,0.83,193.155,4.0
Roll In Peace,Kodak Black Featuring XXXTENTACION,40oKW22ZNNkEdZLJTScaQI,240,0.747,0.524,10.0,-6.807,0.0,0.245,0.0306,0.0,0.2,0.363,140.053,4.0
Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,27,0.384,0.9209999999999999,11.0,-3.3339999999999996,1.0,0.055,0.0948,0.0,0.168,0.47100000000000003,89.92200000000001,4.0
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,5W7xC99N2Zzfh69r7I7zWK,4,0.57,0.58,10.0,-5.547000000000001,0.0,0.209,0.0125,0.0,0.0497,0.405,171.917,4.0
Love Is A Beautiful Thing,Phil Vassar,3XOFkS6Fvi3IqBTq4i73Xa,211,0.513,0.785,0.0,-3.8280000000000003,1.0,0.040999999999999995,0.337,0.0,0.115,0.515,162.611,4.0
Never There,Cake,7aKWgpecgLEqisWcXPElDl,77,0.7609999999999999,0.735,9.0,-8.171,0.0,0.043,0.0426,0.0838,0.0917,0.5920000000000001,125.815,4.0
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,287,0.358,0.557,10.0,-7.398,1.0,0.059000000000000004,0.695,0.0,0.0902,0.494,85.04299999999999,4.0
Diamonds From Sierra Leone,Kanye West,34KUIBsIUiPV7oCIzSdDAU,98,0.6579999999999999,0.8029999999999999,7.0,-3.742,1.0,0.258,0.244,0.0,0.201,0.47100000000000003,96.80799999999999,4.0
Every Girl,Young Money,6klZDCEsQzMELAPyovvpUw,288,0.632,0.73,6.0,-5.895,0.0,0.245,0.00316,0.0,0.397,0.762,76.067,4.0
I Don't Care,Fall Out Boy,7ewT0nLFkMD8ONbRibePr9,281,0.521,0.9359999999999999,6.0,-3.532,0.0,0.0676,0.0016600000000000002,1.51e-05,0.6559999999999999,0.505,133.97299999999998,4.0
Video,India.Arie,4oiAlcisfimXQc1wyAtX9a,195,0.652,0.621,9.0,-8.677,0.0,0.263,0.10400000000000001,5.3e-06,0.0382,0.6609999999999999,169.983,4.0
Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,247,0.754,0.804,4.0,-3.177,1.0,0.0853,0.0033200000000000005,0.0,0.0329,0.818,119.96799999999999,4.0
Somethin' 'Bout A Truck,Kip Moore,6Ymvlzom4TQeoKqAWsZRD8,24,0.5539999999999999,0.794,11.0,-5.417000000000001,1.0,0.035,0.0697,0.0,0.63,0.79,176.01,4.0
Unpredictable,Jamie Foxx Featuring Ludacris,3UNrtRxBBlWE70SjxnOo02,37,0.7340000000000001,0.599,9.0,-8.462,1.0,0.19699999999999998,0.20600000000000002,0.0,0.0555,0.772,145.185,4.0
If We Were A Movie,Hannah Montana,6XqpH9bHj7ODY1z4xI9n7E,98,0.639,0.845,4.0,-3.7289999999999996,1.0,0.0346,0.006509999999999999,0.0,0.0619,0.7290000000000001,94.036,4.0
You're Still The One,Shania Twain,7wCH9DbgRs7ujHeqNy6oAS,117,0.551,0.527,3.0,-7.119,1.0,0.0302,0.45,0.0,0.0867,0.642,133.75799999999998,4.0
Dreams,The Game,5F7caGhe84C6ONva5S8yXF,45,0.621,0.7809999999999999,6.0,-5.402,1.0,0.217,0.005529999999999999,0.0,0.255,0.272,155.833,4.0
It Ain't Me,Kygo x Selena Gomez,12GEpg2XOPyqk03JZEZnJs,299,0.64,0.5329999999999999,0.0,-6.596,1.0,0.0706,0.11900000000000001,0.0,0.0864,0.515,99.96799999999999,4.0
Times Like These,Foo Fighters,67vYdAAM3oGsEImCRfbtsF,109,0.377,0.9079999999999999,4.0,-3.793,0.0,0.0899,1.4000000000000001e-05,1.4000000000000001e-05,0.24100000000000002,0.265,144.563,4.0
All Over The Road,Easton Corbin,6XD3HMATLswheYevIfKkSi,137,0.491,0.841,5.0,-3.5789999999999997,1.0,0.0421,0.0471,0.0,0.0886,0.721,199.851,4.0
Helluva Life,Frankie Ballard,4mnuiEDq1ADXUTYWJxLo4B,177,0.564,0.76,6.0,-5.667000000000001,1.0,0.0277,0.0676,0.0,0.14400000000000002,0.528,134.015,4.0
Wonderful,Everclear,0WHOPmOuQKuu05k4g3UTvk,241,0.514,0.8170000000000001,7.0,-6.489,1.0,0.05,0.0118,8.25e-06,0.34600000000000003,0.7340000000000001,186.765,4.0
The Bad Touch,Bloodhound Gang,5EYdTPdJD74r9EVZBztqGG,74,0.841,0.741,0.0,-6.222,0.0,0.0392,0.00474,0.0121,0.0911,0.97,122.984,4.0
Amarillo Sky,Jason Aldean,0axUHkhMMY0YSC1jFBVWqv,211,0.491,0.7759999999999999,2.0,-3.887,1.0,0.0393,0.314,0.0,0.146,0.428,154.988,4.0
Slow Down,Bobby Valentino,4Ilen0VxPEsVRLpnePji8P,19,0.568,0.732,11.0,-4.896,0.0,0.10300000000000001,0.179,4.92e-06,0.401,0.626,186.048,4.0
Do It Like Me,DLOW,0z9hbAY5d0RhmvZr3DWMPK,238,0.883,0.85,10.0,-4.053,0.0,0.361,0.308,0.0,0.368,0.711,150.138,4.0
Angel,Amanda Perez,2T4rXDppGlcy2lLuF4IyHq,141,0.638,0.54,0.0,-6.849,1.0,0.0473,0.506,0.0,0.157,0.35200000000000004,143.77200000000002,4.0
Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,297,0.526,0.862,2.0,-6.002999999999999,1.0,0.0905,0.0144,0.0597,0.22899999999999998,0.528,90.052,4.0
We Dem Boyz,Wiz Khalifa,1ULa3GfdMKs0MfRpm6xVlu,189,0.7170000000000001,0.862,8.0,-4.736000000000001,1.0,0.054000000000000006,0.00689,0.0,0.321,0.52,130.02100000000002,4.0
Proud Of The House We Built,Brooks & Dunn,7dP5CWoAZlHVBzNAsSxYP1,286,0.618,0.79,6.0,-4.973,1.0,0.0445,0.0655,0.006409999999999999,0.11,0.545,119.98700000000001,4.0
There Goes My Baby,Usher,6IUiqtI8tE49sqGbmtrNd8,71,0.626,0.52,9.0,-8.077,0.0,0.0892,0.175,0.0,0.13,0.257,77.468,4.0
Contagious,The Isley Brothers Featuring Ronald Isley,7HjJQunSPwkXXVnGeItUEH,157,0.6970000000000001,0.447,4.0,-7.497999999999999,0.0,0.0409,0.244,0.0,0.14800000000000002,0.207,113.03399999999999,4.0
You Say,Lauren Daigle,6Up545NUflOiXo8cEraH49,141,0.486,0.632,5.0,-6.89,1.0,0.0344,0.682,0.0,0.0869,0.0791,147.892,4.0
One Call Away,Charlie Puth,7soJgKhQTO8hLP2JPRkL5O,11,0.667,0.613,1.0,-5.353,1.0,0.0344,0.40299999999999997,0.0,0.115,0.47,91.024,4.0
That Way,Wale Featuring Jeremih & Rick Ross,7FAXe9lI8vzAJYgYv2xoSC,294,0.6829999999999999,0.691,6.0,-6.435,0.0,0.23,0.0379,0.0,0.0578,0.295,73.469,4.0
Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,1ydffhoWtTxKDrc5zi7p0M,253,0.762,0.644,7.0,-6.715,1.0,0.223,0.0522,0.0,0.0821,0.82,81.99,4.0
Poker Face,Lady Gaga,0WfKDYeUAoLA3vdvLKKWMW,53,0.846,0.815,4.0,-4.512,1.0,0.0761,0.139,2.19e-06,0.131,0.831,118.999,4.0
...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,41,0.759,0.6990000000000001,0.0,-5.745,0.0,0.0307,0.20199999999999999,0.000131,0.44299999999999995,0.907,92.96,4.0
Fade,Staind,70b6WxS0cjxbQqvdu4Q4Sa,9,0.47100000000000003,0.846,1.0,-3.6319999999999997,1.0,0.0416,0.00209,0.0369,0.126,0.255,116.469,4.0
Caramel,City High Featuring Eve,5dXmPzPDTMWmxmpzxAV1JZ,77,0.792,0.6609999999999999,5.0,-8.211,0.0,0.304,0.17800000000000002,9.699999999999999e-06,0.0888,0.297,93.005,4.0
One Honest Heart,Reba,7Ck8dr0lr64fRQpivQiGh7,289,0.574,0.775,1.0,-6.649,1.0,0.0322,0.125,0.0,0.259,0.637,96.0,4.0
Here We Go Again,Demi Lovato,33RJ3P6wc0B0FIyDalhNTv,5,0.5870000000000001,0.922,5.0,-5.22,1.0,0.0365,0.004229999999999999,0.0,0.214,0.667,142.03799999999998,4.0
Different For Girls,Dierks Bentley Featuring Elle King,5HJId22hZ2IvFnvNSy6ZbE,176,0.6609999999999999,0.785,4.0,-5.622999999999999,1.0,0.0369,0.445,0.000266,0.0854,0.371,91.975,4.0
Uproar,Lil Wayne,3wScL5W8H40zzCKN0atfBk,163,0.743,0.87,1.0,-2.188,1.0,0.212,0.0595,0.0,0.299,0.884,99.075,4.0
Imagination,Tamia,5YszKTyljHKEzmWi5AR2Sk,142,0.895,0.495,9.0,-7.186,0.0,0.17800000000000002,0.0998,6.28e-05,0.0583,0.593,99.23299999999999,4.0
Remember When,Alan Jackson,1nCSr7oGeUv7sUEoYuAJFF,73,0.5579999999999999,0.314,2.0,-10.623,1.0,0.0295,0.7090000000000001,0.000319,0.193,0.267,125.59,4.0
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",79reBHqpRoWXaQbjBBY3UC,19,0.855,0.638,9.0,-4.968,0.0,0.14300000000000002,0.0648,0.0,0.162,0.41200000000000003,122.96700000000001,4.0
My First Kiss,3OH!3 Featuring Ke$ha,17tDv8WA8IhqE8qzuQn707,270,0.682,0.889,0.0,-4.166,1.0,0.0804,0.00564,0.0,0.36,0.8270000000000001,138.02100000000002,4.0
Chain Hang Low,Jibbs,0tYPj0NYa7vjlJaqlRSnJb,125,0.797,0.586,4.0,-6.98,0.0,0.26899999999999996,0.0263,5.44e-05,0.12300000000000001,0.768,157.151,4.0
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,7mwLsFXNBWbtFzA032tUbx,253,0.785,0.5870000000000001,9.0,-6.6979999999999995,1.0,0.364,0.125,0.000101,0.0358,0.622,96.84200000000001,4.0
Intergalactic,Beastie Boys,5fpizYGbi5IQoEraj6FP0R,0,0.7340000000000001,0.8640000000000001,2.0,-6.119,1.0,0.303,0.022000000000000002,9.94e-06,0.24600000000000002,0.47,105.93299999999999,4.0
One Step Closer,Linkin Park,3K4HG9evC7dg3N0R9cYqk4,102,0.49200000000000005,0.9690000000000001,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.5379999999999999,95.13600000000001,4.0
Get Right,Jennifer Lopez,0rLzyBecRbTpnBWvMtPVFR,258,0.741,0.759,0.0,-5.096,0.0,0.12,0.0218,0.0,0.628,0.36200000000000004,97.084,4.0
Mistletoe,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,15,0.6579999999999999,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.8540000000000001,161.994,4.0
I Wonder If Heaven Got A Ghetto,2Pac,2dKxXi4c1Y8sbcxavCbkfb,129,0.94,0.684,1.0,-5.4239999999999995,1.0,0.11800000000000001,0.136,0.0,0.0534,0.754,108.022,4.0
I Miss My Friend,Darryl Worley,0qnoS5hMZMphvKWi0D2LQh,251,0.56,0.46799999999999997,4.0,-7.81,1.0,0.0254,0.161,3.73e-05,0.0858,0.43,140.058,4.0
Gyalchester,Drake,6UjfByV1lDLW0SOVQA4NAi,212,0.872,0.389,1.0,-8.343,1.0,0.0634,0.0343,0.000679,0.0941,0.156,131.012,4.0
Ball,T.I. Featuring Lil Wayne,4XVfNwP88Hn9kSkXVnxj2S,189,0.772,0.885,1.0,-4.736000000000001,1.0,0.0847,0.193,9.48e-06,0.0953,0.512,94.98,4.0
The Breath You Take,George Strait,0zKsfGlBHj6mzZRhmACl8M,126,0.475,0.39299999999999996,11.0,-7.627999999999999,0.0,0.028999999999999998,0.7490000000000001,0.00040899999999999997,0.122,0.315,132.128,3.0
Take You Down,Chris Brown,1vwUsp52io0AGQ5yv470IC,288,0.387,0.64,11.0,-5.817,0.0,0.081,0.107,0.0,0.319,0.617,59.989,4.0
Scars To Your Beautiful,Alessia Cara,0prNGof3XqfTvNDxHonvdK,177,0.573,0.7390000000000001,0.0,-5.74,1.0,0.129,0.0285,0.0,0.111,0.451,97.085,4.0
Lil Freak,Usher Featuring Nicki Minaj,2sdarYql1R0GAdFsdb4LDM,253,0.8340000000000001,0.628,7.0,-6.6160000000000005,1.0,0.0626,0.0008789999999999999,0.000192,0.292,0.7659999999999999,139.958,4.0
Don't Lie,The Black Eyed Peas,600qBKuhdgLqxZb1BqIE0T,86,0.6579999999999999,0.792,6.0,-5.172000000000001,0.0,0.218,0.182,0.0,0.0778,0.573,89.861,4.0
Cake By The Ocean,DNCE,76hfruVvmfQbw0eYn1nmeC,8,0.774,0.765,4.0,-5.439,0.0,0.0502,0.156,0.0,0.0373,0.917,119.001,4.0
It Must Be Love,Alan Jackson,16OFkCrdYH524sqvTPt6CT,233,0.816,0.669,6.0,-7.925,1.0,0.0295,0.284,0.0,0.0563,0.9670000000000001,112.132,4.0
Am I Dreaming,Ol Skool [Featuring Keith Sweat & Xscape],5M4dLDycoCvH0yiTe2Ncfh,77,0.66,0.402,3.0,-8.176,0.0,0.0363,0.0948,0.000134,0.23199999999999998,0.113,123.88600000000001,4.0
"Left, Right, Left",Drama,0vk5b6kj3QISHg4fpRPi6n,206,0.909,0.517,4.0,-11.017999999999999,1.0,0.165,0.00834,0.0,0.142,0.539,125.04799999999999,4.0
This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,260,0.6779999999999999,0.401,6.0,-8.408,0.0,0.0312,0.72,0.0,0.11800000000000001,0.19399999999999998,111.855,4.0
Jook Gal (Wine Wine),Elephant Man,23TTbRZkQHjVcwtNFF4hQF,52,0.9490000000000001,0.746,1.0,-7.062,1.0,0.198,0.131,0.0,0.049,0.963,119.89399999999999,4.0
On The Way Down,Ryan Cabrera,1GwVi2ceNb8dMFA3DZGnnY,186,0.5,0.845,1.0,-5.015,1.0,0.0369,0.0018399999999999998,0.0,0.106,0.539,95.199,4.0
The Remedy (I Won't Worry),Jason Mraz,4tK4ARuilOrBzwVQK73E0Y,92,0.589,0.867,10.0,-4.523,1.0,0.0385,0.04,0.0,0.306,0.795,94.51899999999999,4.0
Til It's Gone,Kenny Chesney,1Lh8n5owE0h0hgqWfqtvuD,268,0.499,0.8220000000000001,4.0,-7.122000000000001,1.0,0.049,0.0054399999999999995,0.000197,0.272,0.499,86.48100000000001,4.0
Together Again,Janet,1GrikfH0jDejDvrxo84n4P,173,0.873,0.591,7.0,-8.942,1.0,0.102,0.0788,0.0071,0.10400000000000001,0.496,123.09100000000001,4.0
Toxicity,System Of A Down,0snQkGI5qnAmohLE7jTsTn,146,0.413,0.873,8.0,-4.151,1.0,0.0535,0.000264,0.0025,0.204,0.48100000000000004,116.681,3.0
Hood Figga,Gorilla Zoe,1OeTY85K4i1I7kNnvESfeb,227,0.8140000000000001,0.713,1.0,-5.0889999999999995,1.0,0.107,0.0162,0.0,0.12300000000000001,0.145,174.264,4.0
Sit Next To Me,Foster The People,4BdGO1CaObRD4La9l5Zanz,19,0.638,0.738,6.0,-4.976,0.0,0.0292,0.11699999999999999,0.000384,0.6890000000000001,0.657,97.021,4.0
Not For Long,B.o.B Featuring Trey Songz,6H75Ki32BRrJFQeDNR05s1,76,0.8370000000000001,0.662,1.0,-5.104,1.0,0.0486,0.0936,0.00057,0.113,0.679,100.054,4.0
Hot Mess,Cobra Starship,18eoNBn1L1li2TvPa2DupB,18,0.642,0.87,7.0,-4.096,1.0,0.11,0.00205,0.0,0.129,0.73,119.98700000000001,4.0
Thinking Out Loud,Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,31,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,4.0
Confession,Florida Georgia Line,6IFPfV8PNSYOmufzQ95hmm,186,0.556,0.873,1.0,-5.056,1.0,0.0348,0.10099999999999999,0.000131,0.17600000000000002,0.48,104.986,4.0
"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,1R1SbRYJsZzvjk5y22BsCV,2,0.462,0.406,3.0,-10.815999999999999,1.0,0.0276,0.667,3.39e-05,0.11699999999999999,0.254,71.887,3.0
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,1zbcFS5hS92oXNL3UZDfY0,66,0.41,0.747,5.0,-4.9639999999999995,1.0,0.0358,0.0581,0.0,0.0983,0.369,158.064,4.0
Can't Tell Me Nothing,Kanye West,4ImL3v98u2BLkwnyQDjfRm,244,0.594,0.614,5.0,-6.091,0.0,0.0536,0.0121,0.0,0.823,0.10099999999999999,79.968,4.0
Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,129,0.727,0.649,0.0,-5.356,1.0,0.0338,0.6609999999999999,0.0,0.111,0.669,129.99200000000002,4.0
Uprising,Muse,4VqPOruhp5EdPBeR92t6lQ,280,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.11699999999999999,0.41100000000000003,128.019,4.0
