Song,Performer,track_id,cluster_grouping,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
You Shouldn't Kiss Me Like This,Toby Keith,5ueUywJbmAZY2MF9hdJS2y,166,0.414,0.768,7.0,-4.262,1.0,0.0391,0.395,8.21e-06,0.256,0.336,168.574,4.0
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,5Gu0PDLN4YJeW75PpBSg9p,270,0.6629999999999999,0.708,8.0,-4.154,1.0,0.0473,0.0337,0.0,0.0841,0.742,103.073,4.0
Sure Be Cool If You Did,Blake Shelton,5yIiXdLRE85OBiQmCaUenq,222,0.5760000000000001,0.726,11.0,-4.625,1.0,0.035,0.255,0.0,0.10800000000000001,0.5820000000000001,136.80200000000002,4.0
I'll Fly With You (L'amour Toujours),Gigi D'Agostino,7c2TBH1m3YYG45Lxat0ebM,276,0.578,0.633,11.0,-9.728,0.0,0.0273,0.0126,0.000118,0.0995,0.431,135.023,4.0
Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,11hQvcLydGTyXS3Wo6AkmW,84,0.7020000000000001,0.727,5.0,-3.443,1.0,0.155,0.0827,0.0,0.0831,0.5489999999999999,155.093,4.0
Get Low,Dillon Francis & DJ Snake,3oZoXyU0SkDldgS7AcN4y4,47,0.674,0.932,11.0,-4.4239999999999995,0.0,0.0859,0.0282,0.71,0.684,0.728,101.03299999999999,4.0
Hot Tottie,Usher Featuring Jay-Z,1Vot6YSxInL52SGTN0XN9n,245,0.654,0.866,6.0,-4.332,0.0,0.28600000000000003,0.00155,5.38e-06,0.0928,0.669,87.525,4.0
Carry On,fun.,7gpy7sfWPNuOKmUNs3XQYE,248,0.38799999999999996,0.6940000000000001,5.0,-5.769,1.0,0.0735,0.11800000000000001,0.000293,0.08199999999999999,0.365,145.434,5.0
If Heaven,Andy Griggs,6nTeQGE4xXarl892zLDSuq,173,0.523,0.365,4.0,-8.977,1.0,0.0276,0.5479999999999999,1.2e-05,0.133,0.256,144.871,4.0
Let's Forget About It,Lisa Loeb,213nuIc0gDT2ZzmPF4PwSo,286,0.6859999999999999,0.784,0.0,-4.982,1.0,0.0296,0.507,2.26e-05,0.243,0.6809999999999999,100.08,4.0
You Won't Ever Be Lonely,Andy Griggs,0wfr8FjpLXIO1YjqEyVCg5,37,0.47100000000000003,0.617,8.0,-8.394,1.0,0.038,0.0522,0.0,0.22899999999999998,0.491,182.32299999999998,4.0
Hustlin',Rick Ross,3hQCHzkE5oSA3F1xM8bpcM,263,0.505,0.657,9.0,-7.254,1.0,0.28800000000000003,0.0898,0.0,0.0606,0.6659999999999999,135.995,4.0
DJ Play A Love Song,Jamie Foxx Featuring Twista,2F1H1Tm2qJmeiFcUi7vZiL,203,0.7929999999999999,0.618,2.0,-8.664,1.0,0.10800000000000001,0.109,0.0,0.331,0.31,119.984,4.0
Greatest Love Story,LANCO,2yQZwi1P8AkkxxFhQ8rMEK,203,0.6709999999999999,0.617,10.0,-8.72,1.0,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986,4.0
Don't Think I Don't Think About It,Darius Rucker,0XfFxeXzMkIy5SWAVpOQin,151,0.578,0.752,9.0,-5.263999999999999,1.0,0.033,0.0275,0.0,0.125,0.405,149.689,4.0
Will 2K,Will Smith Featuring K-Ci,59xpdlaIK1l5hiYP1KsBxK,83,0.8270000000000001,0.7829999999999999,9.0,-3.918,0.0,0.0869,0.0692,0.0,0.628,0.8320000000000001,117.934,4.0
Ball For Me,Post Malone Featuring Nicki Minaj,6IaieqiCVvsNvEt6Y7yOFa,160,0.792,0.56,9.0,-4.125,1.0,0.225,0.493,0.0,0.0849,0.505,134.04399999999998,4.0
Straight Out Of Line,Godsmack,72pFw0zZA2qmHwasb6Dt1x,189,0.33,0.953,7.0,-4.734,1.0,0.2,0.00023999999999999998,0.0016,0.0822,0.373,184.048,4.0
Check Yes Juliet (Run Baby Run),WE the Kings,0wVluBsVAVzBKrqspuCcwR,38,0.35200000000000004,0.912,7.0,-4.253,1.0,0.0725,0.00197,0.0,0.193,0.35100000000000003,166.795,4.0
The First Night,Monica,5rWzxloNXvbRPhlC1O2b6T,15,0.6709999999999999,0.7659999999999999,1.0,-9.218,0.0,0.0634,0.139,0.0,0.26,0.9059999999999999,152.088,4.0
Trust,Keyshia Cole Duet With Monica,066H3CmDCFuQU1fwsecCDc,246,0.391,0.629,3.0,-4.687,0.0,0.0442,0.258,0.0,0.0626,0.546,141.342,4.0
What About Us,P!nk,0Qh38w01QRXK6KHIv0e3hb,62,0.489,0.588,1.0,-6.1770000000000005,1.0,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,4.0
Did My Time,Korn,1F0S2kbZhHAw19f9ihA3FH,211,0.544,0.8740000000000001,1.0,-3.891,1.0,0.0475,6.05e-05,0.00229,0.353,0.25,93.027,4.0
Girls Around The World,Lloyd Featuring Lil Wayne,6fju5NbZznZRZDfP7mpZ56,95,0.732,0.84,7.0,-8.654,1.0,0.0991,0.0247,0.000407,0.126,0.609,97.601,4.0
Bad Things,Machine Gun Kelly x Camila Cabello,1PSBzsahR2AKwLJgx8ehBj,189,0.6970000000000001,0.691,2.0,-4.757,1.0,0.146,0.214,0.0,0.185,0.305,137.85299999999998,4.0
It's Always Somethin',Joe Diffie,7rGFyfE73J6lkEvFnCHucC,189,0.61,0.83,9.0,-4.772,1.0,0.0343,0.0452,0.00021099999999999998,0.163,0.5660000000000001,90.024,4.0
Break Up With Him,Old Dominion,5ZManJDV3CexO66nRCkdiV,128,0.615,0.632,3.0,-5.382000000000001,1.0,0.0374,0.0685,0.0,0.10800000000000001,0.56,152.035,4.0
Drunk On Your Love,Brett Eldredge,1jNNHFZmRGXZFHlil5uhei,223,0.44299999999999995,0.831,11.0,-5.606,1.0,0.0616,0.414,0.0,0.204,0.588,182.06400000000002,4.0
Crazy Town,Jason Aldean,5eH1ktZDHgegpkYJOY7tme,75,0.43,0.841,6.0,-2.99,1.0,0.037000000000000005,0.13,0.0,0.0517,0.489,180.977,4.0
Under,Pleasure P,48TPQWN8wy8vgJ0rKWM0z3,142,0.675,0.6779999999999999,5.0,-7.151,0.0,0.0625,0.20199999999999999,1.49e-06,0.14400000000000002,0.474,119.986,4.0
8th World Wonder,Kimberley Locke,7oGIRgJMViLFRzGHyhF9bI,207,0.537,0.758,7.0,-4.065,1.0,0.0249,0.0103,0.0,0.131,0.295,100.041,4.0
I Love You,Faith Evans,6gsmFgUiSTuinJlScwFODv,136,0.489,0.757,11.0,-4.062,0.0,0.0926,0.00981,0.0,0.23399999999999999,0.5670000000000001,168.00400000000002,4.0
Everytime I Cry,Terri Clark,7poNEQpnd4tFbj0S0PtRAE,222,0.644,0.752,3.0,-4.6160000000000005,1.0,0.0301,0.0872,0.0,0.268,0.5479999999999999,116.415,4.0
Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,79,0.638,0.6559999999999999,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0
All The Places (I Will Kiss You),Aaron Hall,5zJAnQ1NFfks3SRbIRLVSM,183,0.7190000000000001,0.413,0.0,-6.082000000000001,0.0,0.0546,0.0244,4.74e-06,0.0556,0.35600000000000004,136.02700000000002,4.0
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,142,0.511,0.5660000000000001,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.90299999999999,4.0
Kryptonite,3 Doors Down,6ZOBP3NvffbU4SZcrnt1k6,41,0.545,0.865,11.0,-5.707999999999999,0.0,0.0286,0.006640000000000001,1.12e-05,0.168,0.5429999999999999,99.01,4.0
Doesn't Really Matter,Janet,1G6fZu8udnnkJgg8NUoHak,85,0.773,0.8,5.0,-2.875,0.0,0.0825,0.0791,0.00259,0.11,0.7909999999999999,99.29299999999999,4.0
Little White Church,Little Big Town,0f73zOCdBx6ZPdiBjwN1AP,40,0.667,0.878,10.0,-4.797,1.0,0.0445,0.13,0.0,0.16,0.816,107.024,4.0
Marry Me,Train,2MWOqewf5j0qf2b6S5J6cS,78,0.461,0.267,0.0,-8.514,1.0,0.0278,0.8340000000000001,2.0300000000000002e-05,0.107,0.48100000000000004,87.91799999999999,4.0
The Lucky One,Faith Hill,3H2PYvePtlKoErKnlP943M,18,0.677,0.8640000000000001,5.0,-4.062,1.0,0.0319,0.0551,0.0,0.35100000000000003,0.69,119.98100000000001,4.0
Hard To Love,Lee Brice,6E9V9TRlVOLjenGjHemzEH,62,0.638,0.722,9.0,-6.1770000000000005,1.0,0.0332,0.0119,0.00808,0.18899999999999997,0.469,103.01700000000001,4.0
Whatever,Ideal Featuring Lil' Mo,3tHAB8FI4rfULUHHG1d2Ct,43,0.8240000000000001,0.708,10.0,-6.037000000000001,0.0,0.0712,0.00223,0.0,0.0902,0.767,101.854,4.0
A Song For Mama,Boyz II Men,6FuJokk9FHx0E00SZ8ib8X,173,0.569,0.44,7.0,-8.948,1.0,0.035,0.47100000000000003,0.0,0.14300000000000002,0.151,75.001,4.0
Bring On The Rain,Jo Dee Messina With Tim McGraw,1OnXz5v4hVdrNLJ9N4MqzL,149,0.46799999999999997,0.40399999999999997,5.0,-7.25,1.0,0.0286,0.6890000000000001,0.0,0.177,0.14800000000000002,138.115,4.0
One Foot,WALK THE MOON,3yWsWi2PAo9s6elIhnywIS,154,0.581,0.826,0.0,-4.87,1.0,0.0357,0.00773,1.56e-06,0.792,0.49200000000000005,100.01799999999999,4.0
Rhythm of Love,Plain White T's,6MDTpYxPFL0wtFd0pjfKws,132,0.531,0.542,8.0,-7.721,1.0,0.0432,0.35600000000000004,0.0,0.11900000000000001,0.726,171.878,4.0
You Look Like I Need A Drink,Justin Moore,1TGJxtVHgPHKVt6K7sPn1T,137,0.608,0.841,11.0,-3.6260000000000003,1.0,0.027999999999999997,0.0028,0.0,0.0834,0.917,106.00399999999999,4.0
Hypnotize,System Of A Down,6oO7WMjD6kEvCITLbVj0mu,207,0.27399999999999997,0.92,6.0,-4.096,1.0,0.0489,0.0303,0.000412,0.115,0.0397,153.986,4.0
Let Me Let Go,Faith Hill,4HuBioo0RnWcqCDeyg8bGL,138,0.5920000000000001,0.49,6.0,-8.052999999999999,1.0,0.0241,0.489,0.0,0.0967,0.29,91.775,4.0
Best Of Me,Mya Featuring Jadakiss,4iENqwyANM57YUEDcFVpWq,157,0.736,0.5760000000000001,6.0,-7.486000000000001,0.0,0.37200000000000005,0.114,0.0,0.0963,0.7609999999999999,96.368,4.0
For You,Staind,464HG7mt7NNKtKY0Hco8Y8,55,0.318,0.958,10.0,-2.6830000000000003,1.0,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,4.0
Southern Girl,Tim McGraw,29AR5X5yKPd4DBIAiqUMDy,92,0.735,0.772,7.0,-4.566,1.0,0.0256,0.0412,0.0,0.445,0.924,110.03200000000001,4.0
Gimme That,Chris Brown Featuring Lil Wayne,53ETzLQQKFCzykRbqWb1ph,296,0.6779999999999999,0.5720000000000001,11.0,-7.0329999999999995,0.0,0.0466,0.00374,6.59e-05,0.11800000000000001,0.444,87.165,4.0
In A Real Love,Phil Vassar,3u8m4E4pJn43otDkw2wXBs,5,0.575,0.797,9.0,-5.2,1.0,0.0305,0.154,0.0,0.282,0.7440000000000001,90.90700000000001,4.0
Mississippi Girl,Faith Hill,79YeQbd1p7MsuT7wHQLRYY,270,0.499,0.765,9.0,-4.148,1.0,0.0521,0.113,0.0,0.0509,0.665,83.916,4.0
Who Says You Can't Go Home,Bon Jovi,5439qJTu5mVH9aeriwp03u,137,0.534,0.87,7.0,-3.582,1.0,0.0344,0.048,0.0,0.24100000000000002,0.8079999999999999,131.688,4.0
Middle,DJ Snake Featuring Bipolar Sunshine,0g5EKLgdKvNlln7TNqBByK,266,0.586,0.701,1.0,-5.3260000000000005,0.0,0.0416,0.0203,0.0,0.055,0.254,104.95700000000001,4.0
No Place That Far,Sara Evans,0Rg5tIACULED7Jv2sEzWSd,149,0.547,0.373,0.0,-7.336,1.0,0.0273,0.504,0.0,0.17600000000000002,0.182,132.741,4.0
It Girl,Jason Derulo,4fINc8dnfcz7AdhFYVA4i7,168,0.6679999999999999,0.718,1.0,-4.736000000000001,0.0,0.0605,0.0165,0.0,0.10400000000000001,0.345,91.993,4.0
It Happens,Sugarland,1I66zFfRohnb8kwJV3vrV4,98,0.635,0.742,8.0,-3.77,1.0,0.0505,0.0071,2.7000000000000002e-05,0.0774,0.725,89.97399999999999,4.0
I Wish I Wasn't,Heather Headley,4xVTo97ZBwlT8ai9Wj8zw4,28,0.74,0.434,1.0,-5.7139999999999995,1.0,0.0443,0.778,0.0,0.128,0.33299999999999996,111.912,4.0
Sunshine,Lil' Flip Featuring Lea,4s0o8TJHfX9LLHa0umnOzT,174,0.8140000000000001,0.387,0.0,-9.867,1.0,0.0945,0.0248,0.0,0.131,0.792,93.961,4.0
Craving You,Thomas Rhett Featuring Maren Morris,17hd4ptJCbsEeLj0auPcwy,109,0.613,0.8390000000000001,9.0,-3.799,0.0,0.0352,0.0008539999999999999,0.0,0.341,0.526,104.975,4.0
911,Wyclef Jean Featuring Mary J. Blige,28hgx2bWXcaBJeC9zVwrBq,101,0.747,0.6459999999999999,7.0,-9.185,1.0,0.191,0.273,3.7000000000000006e-06,0.0931,0.73,87.01100000000001,4.0
Crash And Burn,Thomas Rhett,2Fk0WwAqTBesLtKg97nojy,86,0.693,0.789,5.0,-5.1610000000000005,0.0,0.0315,0.0768,1.19e-06,0.17800000000000002,0.795,130.025,4.0
There Goes My Life,Kenny Chesney,5a5Q60zkE4njZWgyR0r7Mm,107,0.581,0.446,4.0,-9.236,1.0,0.0316,0.0367,7.45e-06,0.293,0.249,135.793,4.0
Kiss Kiss,Chris Brown Featuring T-Pain,3wKKkGVn7cVSfgPeYYIiXG,231,0.7290000000000001,0.6579999999999999,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,3.0
Homegrown Honey,Darius Rucker,15WoYaFanAymIZuebfxvOt,3,0.6579999999999999,0.9129999999999999,1.0,-5.029,1.0,0.0511,0.12,0.0,0.0506,0.8640000000000001,87.96700000000001,4.0
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,4It00tEYLwpjQtAhqnjCPC,297,0.8140000000000001,0.782,9.0,-6.005,1.0,0.218,0.0227,0.0016699999999999998,0.0956,0.6829999999999999,150.011,4.0
Still In Love,Teena Marie Featuring Baby,3vlBCJhO6etCb5pAywKNtI,98,0.711,0.679,0.0,-3.7510000000000003,1.0,0.0373,0.573,0.0,0.237,0.904,78.998,4.0
Sing,My Chemical Romance,1mX6SYJ1ZpcoxQUiER8wOI,9,0.606,0.9420000000000001,2.0,-3.6180000000000003,1.0,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,4.0
No Hurry,Zac Brown Band,020ffiIfWvx5EH9VJ8Dkg2,230,0.564,0.531,3.0,-5.809,1.0,0.0287,0.376,0.0,0.312,0.40700000000000003,146.018,4.0
If I Could Teach The World,Bone Thugs-N-Harmony,4fupWy6EgMEsEGFXh7vCc9,219,0.71,0.441,4.0,-10.116,1.0,0.098,0.191,0.0,0.0905,0.537,80.024,4.0
On My Mind,Ellie Goulding,4nS1sut0R2mgmFitKIShVe,289,0.7020000000000001,0.705,0.0,-6.666,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,4.0
Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls,4kmGRW1BgoKendL6V7cz29,166,0.295,0.7120000000000001,0.0,-4.246,1.0,0.0301,0.00125,2.25e-05,0.22399999999999998,0.366,130.139,3.0
Good Time,Alan Jackson,6lyKOW0FNW6aAZdKVgoM8m,255,0.652,0.767,9.0,-10.445,1.0,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4.0
Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,4QKdiLnJ2fnvfLPUldoryF,273,0.574,0.813,11.0,-6.192,0.0,0.41600000000000004,0.026000000000000002,0.0,0.316,0.6920000000000001,99.00399999999999,4.0
Crash,Gwen Stefani,6IKdfUEskfWRVim2OX99wI,14,0.789,0.9329999999999999,9.0,-1.6059999999999999,1.0,0.0425,0.0202,0.0,0.865,0.917,126.22399999999999,4.0
Ordinary People,John Legend,2ZA4uMlSZjaoWGFqP1tsLI,282,0.469,0.132,10.0,-14.001,1.0,0.0807,0.929,0.0,0.0873,0.36,67.01100000000001,3.0
SexyBack,Justin Timberlake,39pAejlRtfubA42tGfHLFT,111,0.9670000000000001,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.9640000000000001,117.0,4.0
La Camisa Negra,Juanes,2EM9zpAc7PVeoAydmbfVIL,82,0.7509999999999999,0.731,6.0,-4.419,0.0,0.0308,0.0838,0.0,0.0556,0.973,97.007,4.0
Hillbilly Deluxe,Brooks & Dunn,7esJti70vOf5JB2ZYdihSc,189,0.5589999999999999,0.8190000000000001,7.0,-4.771,1.0,0.0508,0.319,1.32e-06,0.581,0.5660000000000001,154.93,4.0
Jump,Flo Rida Featuring Nelly Furtado,4uGucgzv0ydi35DgAlsTQ4,119,0.731,0.813,6.0,-7.3660000000000005,0.0,0.065,0.00439,3.5000000000000004e-06,0.26,0.49700000000000005,130.028,4.0
Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,35,0.613,0.953,2.0,-3.435,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,4.0
Gone,Montgomery Gentry,3wriRJJhxypupwZ8boXaaO,5,0.647,0.904,7.0,-5.193,1.0,0.0434,0.0167,3.36e-06,0.0587,0.551,118.948,4.0
I Was Jack (You Were Diane),Jake Owen,3dlCF1mzW1UKMOb4b1XN17,130,0.612,0.878,6.0,-3.556,1.0,0.0452,0.0875,0.0,0.0505,0.599,94.014,4.0
The Little Girl,John Michael Montgomery,572R9OVMyWKBeg1hOMgSsW,78,0.6579999999999999,0.434,1.0,-8.527000000000001,1.0,0.025,0.354,1.75e-05,0.11199999999999999,0.218,83.921,4.0
I Got A Feelin',Billy Currington,1tF370eYXUcWwkIvaq3IGz,7,0.638,0.7559999999999999,2.0,-4.127,1.0,0.0278,0.47700000000000004,0.0,0.18,0.674,112.117,4.0
KMT,Drake Featuring Giggs,2jTujnt0y344ai1rNOywgr,155,0.872,0.623,1.0,-6.984,1.0,0.0446,0.0143,0.0214,0.125,0.0883,119.98299999999999,4.0
Unpretty,TLC,0BUoLE4o9eVahDHvTqak67,31,0.648,0.622,7.0,-6.063,1.0,0.0428,0.0015199999999999999,5.9699999999999994e-05,0.109,0.51,88.684,4.0
Changes,2Pac,1ofhfV90EnYhEr7Un2fWiv,21,0.862,0.6759999999999999,7.0,-6.336,1.0,0.0859,0.0378,0.0,0.251,0.281,111.111,4.0
Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,7frbz32hdzsMjjIQQjKrkc,58,0.642,0.941,9.0,-5.082,0.0,0.322,0.0945,1.4099999999999999e-05,0.249,0.611,197.683,4.0
Focus,Ariana Grande,1cdzfFjEbUbgTm5nv3FgXR,54,0.6809999999999999,0.879,3.0,-6.006,0.0,0.29100000000000004,0.266,0.0,0.446,0.818,99.955,4.0
The Man Who Can't Be Moved,The Script,4Musyaro0NM5Awx8b5c627,81,0.609,0.629,10.0,-5.024,1.0,0.0264,0.425,0.0,0.0978,0.325,99.955,4.0
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,190jyVPHYjAqEaOGmMzdyk,209,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,4.0
Make Me (Cry),Noah Cyrus Featuring Labrinth,2BrzlUj1u1CtvaJDGIKpsP,149,0.588,0.47100000000000003,0.0,-7.287000000000001,1.0,0.0577,0.5920000000000001,0.00146,0.0733,0.209,152.881,4.0
Nevermind,Dennis Lloyd,63SevszngYpZOwf63o61K4,212,0.5920000000000001,0.691,3.0,-8.354,1.0,0.196,0.156,9.78e-06,0.418,0.0796,99.976,4.0
God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,4R3BvvUm5fe8SCPs6287dY,212,0.607,0.507,10.0,-8.294,1.0,0.0242,0.11199999999999999,0.0,0.10300000000000001,0.275,84.93799999999999,4.0
Be Without You,Mary J. Blige,2YegxR5As7BeQuVp2U6pek,54,0.7240000000000001,0.6890000000000001,2.0,-5.922000000000001,0.0,0.135,0.083,0.0,0.304,0.693,146.496,4.0
Let Me Return The Favor,Andrea Martin,4zygTlD6BMAZ3oGauPSod5,20,0.619,0.552,4.0,-8.927,0.0,0.16699999999999998,0.0175,0.0,0.0465,0.63,174.60299999999998,4.0
I Like The Sound Of That,Rascal Flatts,5S5rw0WLVCAux5B5bWCehK,176,0.611,0.8,0.0,-5.61,1.0,0.0377,0.257,0.0,0.19399999999999998,0.527,89.97399999999999,4.0
MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,1oJ8EDr2pv94IvSd6ZmDgo,271,0.7609999999999999,0.672,1.0,-5.8870000000000005,1.0,0.212,0.0893,9.77e-06,0.14,0.43700000000000006,160.077,3.0
Know Your Enemy,Green Day,5qtwzv99vOr5UTwnTixn7j,192,0.56,0.958,11.0,-3.245,1.0,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,4.0
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,1eL8wZKx7CVJVbZG12becL,31,0.7829999999999999,0.662,7.0,-6.124,1.0,0.0415,0.126,0.0,0.10099999999999999,0.523,96.98700000000001,4.0
Give You What You Want (Fa Sure),Chico DeBarge,2ZDxfuXmTIRCdXChbtHpW9,119,0.8540000000000001,0.7140000000000001,10.0,-7.3420000000000005,0.0,0.0458,0.0118,0.0,0.0903,0.782,132.0,4.0
Girl On TV,LFO,4DJwdQDai9DLYBL9TNrEDo,136,0.688,0.716,4.0,-4.001,0.0,0.0297,0.131,0.0,0.134,0.35200000000000004,96.04299999999999,4.0
Here's To The Night,Eve 6,4tgeQrPu5xkrnwErym2JsJ,17,0.583,0.652,7.0,-6.255,1.0,0.0244,0.0405,0.00037799999999999997,0.0781,0.35200000000000004,97.469,4.0
Nobody Love,Tori Kelly,7fpU0bRJt0SDC8jIgVpbT6,86,0.753,0.7090000000000001,1.0,-5.132000000000001,0.0,0.0347,0.00634,0.0008960000000000001,0.0967,0.5720000000000001,99.96600000000001,4.0
Looking Through Your Eyes,LeAnn Rimes,5es9FeUsKa8P8bB5iuN2co,259,0.48700000000000004,0.271,10.0,-11.565999999999999,1.0,0.0283,0.618,0.0,0.16,0.19399999999999998,80.126,4.0
The Time Of My Life,David Cook,6avyV3xlz2UFeiAUZ0SqyT,21,0.414,0.578,8.0,-6.382999999999999,1.0,0.0287,0.0541,0.0,0.124,0.281,154.96,3.0
Cake,Flo Rida & 99 Percent,6t2ubAB4iSYOuIpRAOGd4t,65,0.7859999999999999,0.8540000000000001,2.0,-4.247,1.0,0.0523,0.0729,1.63e-06,0.179,0.687,105.07799999999999,4.0
Alive,Krewella,2SHnUyZq0zwmvRIl4WY77G,236,0.6629999999999999,0.8220000000000001,9.0,-2.909,1.0,0.0557,0.00413,0.00318,0.23399999999999999,0.5670000000000001,128.002,4.0
Gotta Go Solo,Patti LaBelle Featuring Ron Isley,38j7IKSmSfAWLeRNNZPXNV,266,0.6579999999999999,0.55,0.0,-5.312,0.0,0.0357,0.0195,0.0,0.0922,0.5489999999999999,109.75,4.0
Tequila Makes Her Clothes Fall Off,Joe Nichols,33AQv3sfvHmtGfYNIJpi96,194,0.6579999999999999,0.7759999999999999,2.0,-5.651,1.0,0.0308,0.184,1.52e-06,0.0888,0.731,93.941,4.0
Prayer,Disturbed,3HGctlDltHdllOSTogGKhJ,232,0.65,0.914,9.0,-4.672,1.0,0.0716,0.000642,1.23e-06,0.0251,0.586,99.10700000000001,4.0
Southern Hospitality,Ludacris,4cNhx6OO1XpvwT6xZnb83B,209,0.628,0.9,0.0,-4.877,1.0,0.258,0.043,0.0,0.0884,0.625,94.992,4.0
Burning House,Cam,2zhk0kypGeOPsaaZcjyc14,254,0.728,0.253,0.0,-8.427,1.0,0.0304,0.887,1.11e-05,0.133,0.457,140.923,4.0
Chun-Li,Nicki Minaj,1e4rwBPVI32vZtTJu7mJ4J,292,0.69,0.7290000000000001,6.0,-5.08,0.0,0.37200000000000005,0.276,5.08e-05,0.106,0.478,128.96,5.0
Ready,Fabolous Featuring Chris Brown,3dTwLV3pAQ3OhEKPVG42fx,295,0.597,0.623,7.0,-8.418,0.0,0.20199999999999999,0.384,0.0,0.124,0.275,149.984,4.0
Only,Nine Inch Nails,0m1DJ5Jkv3kdnGrcZsJFmC,111,0.7170000000000001,0.797,9.0,-5.678,0.0,0.0294,0.000743,0.00283,0.106,0.961,112.12899999999999,4.0
We Thuggin',Fat Joe Featuring R. Kelly,2EcW94ak7kYH4mDMvI7iWg,267,0.8959999999999999,0.649,8.0,-3.792,1.0,0.20800000000000002,0.177,0.0,0.0759,0.8220000000000001,99.10700000000001,4.0
N 2 Gether Now,Limp Bizkit Featuring Method Man,5SEBSAio1N77Vbrj1cAEGb,6,0.775,0.728,6.0,-7.77,0.0,0.325,0.127,0.0,0.305,0.625,102.531,4.0
Zombie,Bad Wolves,1vNoA9F5ASnlBISFekDmg3,153,0.44799999999999995,0.826,2.0,-3.2439999999999998,0.0,0.0319,0.007559999999999999,0.0,0.11699999999999999,0.19,77.093,4.0
Wifey,Next,3NEzjZbeSCy72Kx1clSYgC,195,0.8290000000000001,0.652,7.0,-8.693,0.0,0.10800000000000001,0.067,0.0,0.0812,0.726,99.581,4.0
Ava Adore,The Smashing Pumpkins,6bVB2MGR7LcotAIB1vfpw6,172,0.604,0.8440000000000001,8.0,-6.002999999999999,1.0,0.0597,0.000401,0.214,0.0484,0.7909999999999999,160.31799999999998,4.0
U Don't Know Me (Like U Used To),Brandy,1iuwzRxWxDB7VbBldAtmrP,10,0.782,0.449,5.0,-4.2330000000000005,0.0,0.0443,0.0028399999999999996,0.0623,0.0921,0.816,95.01299999999999,4.0
Nine In The Afternoon,Panic! At The Disco,1S30kHvkkdMkcuCTGSgS41,248,0.405,0.6890000000000001,10.0,-5.75,1.0,0.0365,0.0843,0.0,0.207,0.397,155.189,4.0
(I Hate) Everything About You,Three Days Grace,6rUp7v3l8yC4TKxAAR5Bmx,258,0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.45299999999999996,89.34200000000001,4.0
If You Love Me,Mint Condition,3VZMAx8GdrO73kvTZDD8rU,64,0.442,0.585,6.0,-6.0120000000000005,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,4.0
Secrets,Mary Lambert,3V3iy4K6paycRmTyrjQVwi,89,0.79,0.5539999999999999,0.0,-5.888,1.0,0.0405,0.024,0.00016299999999999998,0.213,0.725,93.228,4.0
BedRock,Young Money Featuring Lloyd,3iL2l5gUqyPS6vDwJFgJTR,291,0.732,0.659,8.0,-6.0889999999999995,1.0,0.225,0.109,0.0,0.141,0.575,148.001,4.0
You Don't Know Her Like I Do,Brantley Gilbert,4WnY4W5KrqglCdIus8X9Bo,104,0.49,0.716,4.0,-6.681,1.0,0.0441,0.022000000000000002,0.00047999999999999996,0.0526,0.28800000000000003,74.988,4.0
The Way You Love Me,Faith Hill,6vgN6KGstss0GnBbKlMNK9,268,0.627,0.716,2.0,-7.175,1.0,0.0352,0.127,0.0,0.0344,0.7340000000000001,101.99,4.0
Slave To The Habit,Shane Minor,7ICLuA4y58x4DU0hqbSap5,98,0.7190000000000001,0.8440000000000001,7.0,-3.745,1.0,0.0302,0.0465,0.0,0.235,0.922,116.24700000000001,4.0
